! Author: Greg Thompson  NCAR/RAP
!         please mail corrections to gthompsn (at) ucar (dot) edu
! Date: 20 Feb 2015
! This file is continuously maintained at:
! http://www.rap.ucar.edu/weather/surface/stations.txt
!
! This file is organized by state alphabetically, then by Canadian
! province and then all other stations.  The file was compiled from lists
! of the following:
!      METAR sites
!      NEXRADs
!      rawinsonde sites
!      wind profilers
!      WFOs, RFCs, NCEP-Centers
!      AIRMET/SIGMET station list (VORs?)
!      ARTCCs (Air Route Traffic Control Centers - FAA)
!      old SAO sites for archive data access  (flagged in a special manner)
!
!   Country abbreviations from ISO 3166
!   source:  ftp://ftp.fu-berlin.de/doc/iso/iso3166-countrycodes.txt
!   another: http://www.iso.org/iso/en/prods-services/iso3166ma/02iso-3166-code-lists/list-en1.html
!
!   CD = 2 letter state (province) abbreviation
!   STATION = 16 character station long name
!   ICAO = 4-character international id
!   IATA = 3-character (FAA) id
!   SYNOP = 5-digit international synoptic number
!   LAT = Latitude (degrees minutes)
!   LON = Longitude (degree minutes)
!   ELEV = Station elevation (meters)
!   M = METAR reporting station.   Also Z=obsolete? site
!   N = NEXRAD (WSR-88D) Radar site
!   V = Aviation-specific flag (V=AIRMET/SIGMET end point, A=ARTCC T=TAF U=T+V)
!   U = Upper air (rawinsonde=X) or Wind Profiler (W) site
!   A = Auto (A=ASOS, W=AWOS, M=Meso, H=Human, G=Augmented) (H/G not yet impl.)
!   C = Office type F=WFO/R=RFC/C=NCEP Center
!   Digit that follows is a priority for plotting (0=highest)
!   Country code (2-char) is last column
!
!23456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
!
!
! ALASKA             16-DEC-13                                                  
CD, STATION        ,ICAO , IATA ,SYNOP , LAT   , LONG  ,ELEV  ,M
NY,DUNKIRK         ,KDKK , DKK  ,99425 ,42 30N ,079 17W, 202  ,X
NY,EAST HAMPTON    ,KHTO , HTO  ,      ,40 57N ,072 15W,  17  ,X
NY,ELMIRA          ,KELM , ELM  ,      ,42 09N ,076 54W, 302  ,X
NY,ENDICOTT/TRI-CIT,KCZG , CZG  ,      ,42 05N ,076 06W, 254  ,X
NY,FARMINGDALE     ,KFRG , FRG  ,      ,40 44N ,073 25W,  21  ,X
NY,FORT DRUM/88D   ,KTYX , TYX  ,      ,43 45N ,075 41W, 562  , 
NY,FORT DRUM/WHEELE,KGTB , GTB  ,74370 ,44 04N ,075 43W, 207  ,X
NY,FULTON          ,KFZY , FZY  ,      ,43 21N ,076 23W, 138  ,X
NY,GLENS FALLS     ,KGFL , GFL  ,      ,43 20N ,073 37W, 103  ,X
NY,HAMILTON MUNICIP,KVGC , VGC  ,      ,42 51N ,075 34W, 347  ,X
NY,HANCOCK VOR     ,KHNK , HNK  ,      ,42 04N ,075 19W, 690  , 
NY,HORNELL         ,K4G6 , 4G6  ,      ,42 23N ,077 41W, 372  ,X
NY,HUDSON/COLUMBIA ,K1B1 , 1B1  ,      ,42 17N ,073 43W,  60  ,X
NY,ISLIP           ,KISP , ISP  ,      ,40 48N ,073 06W,  43  ,X
NY,ITHACA/TOMPKINS ,KITH , ITH  ,      ,42 28N ,076 27W, 335  ,X
NY,JAMESTOWN       ,KJHW , JHW  ,      ,42 08N ,079 16W, 525  ,X
NY,MANHATTAN/DWNTWN,KJRB , JRB  ,      ,40 42N ,074 01W,   7  ,X
NY,MASSENA         ,KMSS , MSS  ,      ,44 56N ,074 51W,  66  ,X
NY,MONTAUK         ,KMTP , MTP  ,      ,41 04N ,071 55W,   2  ,X
NY,MONTGOMERY      ,KMGJ , MGJ  ,      ,41 31N ,074 16W, 108  ,X
NY,MONTICELLO      ,KMSV , MSV  ,      ,41 42N ,074 47W, 428  ,X
NY,NEWBURGH/STEWART,KSWF , SWF  ,      ,41 30N ,074 05W, 150  ,X
NY,NIAGARA FALLS   ,KIAG , IAG  ,      ,43 07N ,078 56W, 182  ,X
NY,NORWICH         ,KOIC , OIC  ,      ,42 34N ,075 31W, 312  ,X
NY,NYC/JFK ARPT    ,KJFK , JFK  ,74486 ,40 38N ,073 46W,   9  ,X
NY,NYC/LA GUARDIA  ,KLGA , LGA  ,72503 ,40 47N ,073 53W,  11  ,X
NY,NYC/CENTRAL PARK,KNYC , NYC  ,      ,40 47N ,073 58W,  11  ,X
NY,NEW YORK/ARTCC  ,KZNY , ZNY  ,      ,40 48N ,073 06W,  48  , 
NY,OGDENSBURG INTL ,KOGS , OGS  ,      ,44 40N ,075 28W,  91  ,X
NY,OLEAN           ,KOLE , OLE  ,      ,42 14N ,078 22W, 651  ,X
NY,PENN YAN        ,KPEO , PEO  ,      ,42 39N ,077 03W, 256  ,X
NY,PLATTSBURGH     ,KPLB , PLB  ,      ,44 41N ,073 32W, 106  ,X
NY,PLATTSBURGH AFB ,KPBG , PBG  ,      ,44 39N ,073 28W,  72  ,X
NY,POTSDAM         ,KPTD , PTD  ,      ,44 41N ,074 57W, 144  ,X
NY,POUGHKEEPSIE    ,KPOU , POU  ,      ,41 38N ,073 53W,  46  ,X
NY,ROCHESTER       ,KROC , ROC  ,72529 ,43 07N ,077 41W, 178  ,X
NY,ROME/GRIFFISS AF,KRME , RME  ,      ,43 13N ,075 24W, 154  ,X
NY,SARANAC LAKE    ,KSLK , SLK  ,      ,44 24N ,074 12W, 498  ,X
NY,SARATOGA SPRINGS,K5B2 , 5B2  ,      ,43 03N ,073 52W, 132  ,X
NY,SCHENECTADY AIRP,KSCH , SCH  ,      ,42 51N ,073 55W, 115  ,X
NY,SHIRLEY         ,KHWV , HWV  ,      ,40 49N ,072 52W,  21  ,X
NY,SIDNEY          ,KN23 , N23  ,      ,42 18N ,075 25W, 313  ,X
NY,SYRACUSE        ,KSYR , SYR  ,72519 ,43 07N ,076 06W, 127  ,X
NY,SYRACUSE        ,     ,      ,74379 ,43 07N ,076 05W, 122  , 
NY,UTICA           ,KUCA , UCA  ,      ,43 09N ,075 23W, 228  ,X
NY,WATERTOWN       ,KART , ART  ,      ,43 59N ,076 02W, 100  ,X
NY,WELLSVILLE      ,KELZ , ELZ  ,      ,42 06N ,077 59W, 646  ,X
NY,WESTHAMPTON BEAC,KFOK , FOK  ,      ,40 51N ,072 37W,  33  ,X
NY,WHITE PLAINS    ,KHPN , HPN  ,      ,41 04N ,073 42W, 121  ,X
NY,WILLIAMSON/SODUS,KSDC , SDC  ,      ,43 14N ,077 07W, 129  ,X
NY,AMBROSE         ,KN28 , N28  ,74499 ,40 27N ,073 11W,  26  ,Z
NY,AMBROSE (LGT-SH ,     ,      ,99410 ,40 28N ,073 10W,   1  ,Z
NY,BOONVILLE       ,K1B8 , 1B8  ,      ,43 27N ,075 21W, 482  ,Z
NY,COLDEN          ,KCOL , COL  ,      ,42 40N ,078 41W, 312  ,Z
NY,COOPERSTOWN     ,KCOO , COO  ,      ,42 42N ,074 55W, 378  ,Z
NY,ELLENBURG DEPOT ,KELB , ELB  ,      ,44 54N ,073 48W, 262  ,Z
NY,GALLOO ISLAND   ,     ,      ,99432 ,43 52N ,076 34W,  76  ,Z
NY,MALONE          ,KMAL , MAL  ,      ,44 51N ,074 18W, 268  ,Z
NY,ONEONTA         ,KOZX , OZX  ,      ,42 23N ,075 09W, 351  ,Z
NY,FULTON/OSWEGO CT,KN00 , N00  ,      ,43 21N ,076 23W, 145  ,Z
NY,PISECO LAKE     ,KPIC , PIC  ,      ,43 27N ,074 32W, 527  ,Z
NY,SLIDE MOUNTAIN  ,KSLD , SLD  ,      ,41 58N ,074 21W, 610  ,Z
NY,STORMVILLE      ,KSTM , STM  ,      ,41 32N ,073 44W, 279  ,Z
NY,WARSAW          ,KWRS , WRS  ,      ,42 41N ,078 12W, 555  ,Z
NY,GRIFFISS AFB/88D,KRMX , RMX  ,      ,43 28N ,075 27W, 154  , 
!   ,		   ,	 ,	,      ,       ,       ,      ,
! OH,O               ,3-DEC,-13	,      ,       ,       ,      ,
! CD, STATION        ,ICAO , IATA ,SYNOP , LAT   , LONG  ,ELEV  
OH,AKRON (FULTON)  ,KAKR , AKR  ,      ,41 02N ,081 28W, 363  ,X
OH,AKRON           ,KCAK , CAK  ,72521 ,40 55N ,081 27W, 377  ,X
OH,APPLETON        ,KAPE , APE  ,      ,40 09N ,082 35W, 453  , 
OH,ASHTABULA       ,KHZY , HZY  ,      ,41 47N ,080 42W, 276  ,X
OH,ATHENS          ,KUNI , UNI  ,      ,39 13N ,082 14W, 193  ,X
OH,BATAVIA         ,KI69 , I69  ,      ,39 05N ,084 13W, 255  ,X
OH,BELLAIRE VOR    ,KAIR , AIR  ,      ,40 01N ,080 49W, 430  , 
OH,BELLEFONTAINE   ,KEDJ , EDJ  ,      ,40 22N ,083 49W, 342  ,X
OH,CINCINNAT/LUNKEN,KLUK , LUK  ,      ,39 06N ,084 25W, 155  ,X
OH,CLEVELAND       ,KBKL , BKL  ,      ,41 32N ,081 40W, 184  ,X
OH,CLEVELAND       ,KCLE , CLE  ,72524 ,41 25N ,081 51W, 233  ,X
OH,CLEVLND/CUYAHOGA,KCGF , CGF  ,      ,41 34N ,081 28W, 268  ,X
OH,CLEVELAND/ARTCC ,KZOB , ZOB  ,      ,41 18N ,082 12W, 241  , 
OH,COLUMBUS        ,KCMH , CMH  ,72428 ,40 00N ,082 53W, 247  ,X
OH,COLUMBUS/ST UNIV,KOSU , OSU  ,      ,40 05N ,083 05W, 280  ,X
OH,COLUMBUS/BOLTON ,KTZR , TZR  ,      ,39 54N ,083 08W, 276  ,X
OH,DAYTON          ,KDAY , DAY  ,72429 ,39 54N ,084 13W, 305  ,X
OH,DAYTON          ,KMGY , MGY  ,      ,39 36N ,084 14W, 289  ,X
OH,DEFIANCE        ,KDFI , DFI  ,      ,41 20N ,084 26W, 219  ,X
OH,DELAWARE        ,KDLZ , DLZ  ,      ,40 17N ,083 07W, 289  ,X
OH,FINDLAY         ,KFDY , FDY  ,      ,41 01N ,083 40W, 247  ,X
OH,FLAG CITY       ,KFBC , FBC  ,      ,41 01N ,083 40W, 247  ,X
OH,HAMILTON        ,KHAO , HAO  ,      ,39 22N ,084 31W, 188  ,X
OH,LANCASTER       ,KLHQ , LHQ  ,      ,39 45N ,082 40W, 260  ,X
OH,LEBANON         ,KI68 , I68  ,      ,39 28N ,084 15W, 274  ,X
OH,LIMA            ,KAOH , AOH  ,      ,40 42N ,084 01W, 296  ,X
OH,LORAIN/ELYRIA   ,KLPR , LPR  ,      ,41 21N ,082 11W, 241  ,X
OH,MANSFIELD       ,KMFD , MFD  ,      ,40 49N ,082 31W, 395  ,X
OH,MARION          ,KMNN , MNN  ,      ,40 37N ,083 04W, 301  ,X
OH,MARYSVILLE      ,KMRT , MRT  ,      ,40 13N ,083 21W, 312  ,X
OH,MIDDLETOWN/HOOK ,KMWO , MWO  ,      ,39 32N ,084 24W, 198  ,X
OH,MT VERNON/KNOX  ,K4I3 , 4I3  ,      ,40 20N ,082 32W, 363  ,X
OH,NEW PHILADELPHIA,KPHD , PHD  ,      ,40 28N ,081 25W, 272  ,X
OH,NEWARK          ,KVTA , VTA  ,      ,40 01N ,082 28W, 268  ,X
OH,PORT CLINTON    ,KPCW , PCW  ,      ,41 31N ,082 52W, 178  ,X
OH,RAVENA/PORTAGE  ,KPOV , POV  ,      ,41 13N ,081 15W, 365  ,X
OH,RICKENBACKER ANG,KLCK , LCK  ,      ,39 49N ,082 55W, 227  ,X
OH,ROSEWOOD VOR    ,KROD , ROD  ,      ,40 17N ,084 02W, 360  , 
OH,SPRINGFIELD MUNI,KSGH , SGH  ,      ,39 50N ,083 50W, 321  ,X
OH,TOLEDO          ,KTDZ , TDZ  ,      ,41 34N ,083 29W, 189  ,X
OH,TOLEDO          ,KTOL , TOL  ,72536 ,41 35N ,083 48W, 210  ,X
OH,VERSAILLES      ,KVES , VES  ,      ,40 12N ,084 32W, 307  ,X
OH,WAPAKONETA      ,KAXV , AXV  ,      ,40 30N ,084 18W, 279  ,X
OH,WAUSEON         ,KUSE , USE  ,      ,41 37N ,084 08W, 238  ,X
OH,WILLOUGHBY      ,KLNN , LNN  ,      ,41 40N ,081 22W, 191  ,X
OH,WILMINGTON      ,KILN , ILN  ,72426 ,39 26N ,083 48W, 322  ,X
OH,WILMINGTON/RFC  ,KTIR , TIR  ,      ,39 25N ,083 49W, 332  , 
OH,WOOSTER         ,KBJJ , BJJ  ,      ,40 52N ,081 53W, 343  ,X
OH,WRIGHT PATERSON ,KFFO , FFO  ,74570 ,39 49N ,084 02W, 251  ,X
OH,YOUNGSTOWN      ,KYNG , YNG  ,72525 ,41 15N ,080 40W, 360  ,X
OH,ZANESVILLE      ,KZZV , ZZV  ,      ,39 57N ,081 54W, 268  ,X
OH,ASHTABULA       ,K7G2 , 7G2  ,      ,41 47N ,080 42W, 276  ,Z
OH,ASHTABULA       ,KSHI , SHI  ,      ,41 47N ,080 42W, 276  ,Z
OH,COLUMBUS/BOLTON ,K2I4 , 2I4  ,      ,39 54N ,083 08W, 290  ,Z
OH,LANCASTER       ,KI15 , I15  ,      ,39 45N ,082 39W, 265  ,Z
OH,LORAIN/ELYRIA   ,K22G , 22G  ,      ,41 21N ,082 11W, 241  ,Z
OH,NEWARK          ,K2I8 , 2I8  ,      ,40 01N ,082 28W, 268  ,Z
OH,RAVENA/PORTAGE  ,K29G , 29G  ,      ,41 13N ,081 15W, 365  ,Z
OH,SOUTH BASS ISLA ,     ,      ,99434 ,41 37N ,082 10W, 177  ,Z
!   ,		   ,	 ,	,      ,       ,       ,      ,
! OK,AHOMA           ,4-OCT,-13	,      ,       ,       ,      ,
! CD, STATION        ,ICAO , IATA ,SYNOP , LAT   , LONG  ,ELEV  
OK,ADA             ,KADH , ADH  ,      ,34 48N ,096 40W, 308  ,X
OK,ARDMORE         ,KADM , ADM  ,      ,34 17N ,097 01W, 232  ,X
OK,ARDMORE/EXEC    ,K1F0 , 1F0  ,      ,34 09N ,097 07W, 257  ,X
OK,ALTUS AFB       ,KLTS , LTS  ,72352 ,34 40N ,099 16W, 420  ,X
OK,ALTUS/QUARTZ MTN,KAXS , AXS  ,      ,34 42N ,099 20W, 437  ,X
OK,ALVA            ,KAVK , AVK  ,      ,36 46N ,098 40W, 449  ,X
OK,ATOKA           ,KAQR , AQR  ,      ,34 24N ,096 09W, 189  ,X
OK,BARTLESVILLE    ,KBVO , BVO  ,      ,36 46N ,096 01W, 210  ,X
OK,BLACKWELL       ,KBKN , BKN  ,      ,36 45N ,097 21W, 314  ,X
OK,CLAREMORE       ,KGCM , GCM  ,      ,36 18N ,095 29W, 221  ,X
OK,CHANDLER        ,KCQB , CQB  ,      ,35 43N ,096 49W, 300  ,X
OK,CHICKASHA       ,KCHK , CHK  ,      ,35 06N ,097 58W, 351  ,X
OK,CLINTON         ,KCSM , CSM  ,      ,35 21N ,099 12W, 588  ,X
OK,CLINTON         ,KCLK , CLK  ,      ,35 32N ,098 56W, 492  ,X
OK,CUSHING         ,KCUH , CUH  ,      ,35 57N ,096 46W, 279  ,X
OK,DUNCAN          ,KDUC , DUC  ,      ,34 28N ,097 58W, 339  ,X
OK,DURANT          ,KDUA , DUA  ,      ,33 57N ,096 24W, 213  ,X
OK,EL RENO MUNI    ,KRQO , RQO  ,      ,35 28N ,098 00W, 432  ,X
OK,ENID/VANCE AFB  ,KEND , END  ,      ,36 19N ,097 55W, 398  ,X
OK,ENID/WOODRING   ,KWDG , WDG  ,      ,36 22N ,097 46W, 356  ,X
OK,FORT SILL       ,KFSI , FSI  ,72355 ,34 39N ,098 24W, 362  ,X
OK,FREDERICK/ALTUS ,KFDR , FDR  ,      ,34 21N ,098 59W, 386  ,X
OK,GAGE            ,KGAG , GAG  ,      ,36 18N ,099 46W, 668  ,X
OK,HUGO            ,KHHW , HHW  ,      ,34 02N ,095 33W, 144  ,X
OK,MITBEE/GAGE     ,KMMB , MMB  ,      ,36 18N ,099 46W, 668  , 
OK,GROVE           ,KGMJ , GMJ  ,      ,36 36N ,094 44W, 254  ,X
OK,GUTHRIE         ,KGOK , GOK  ,      ,35 51N ,097 24W, 324  ,X
OK,GUYMON          ,KGUY , GUY  ,      ,36 41N ,101 30W, 948  ,X
OK,HASKELL PROFILER,     , HKL  ,74648 ,35 46N ,095 46W, 212  , 
OK,HOBART          ,KHBR , HBR  ,      ,34 59N ,099 03W, 473  ,X
OK,IDABEL          ,K4O4 , 4O4  ,      ,33 55N ,094 52W, 144  ,X
OK,INOLA/TULSA/88D ,KINX , INX  ,      ,36 11N ,095 34W, 204  , 
OK,LAMONT PROFILER ,     , LMN  ,74647 ,36 41N ,097 28W, 306  , 
OK,LAMONT ARM KLMN ,     ,      ,74646 ,36 37N ,097 29W, 318  , 
OK,LAWTON          ,KLAW , LAW  ,      ,34 33N ,098 25W, 337  ,X
OK,LEXINGTON       ,KHMY , HMY  ,      ,35 02N ,097 14W, 331  ,X
OK,MORRIS          ,     ,      ,74650 ,35 41N ,095 52W, 217  , 
OK,MCALESTER       ,KMLC , MLC  ,      ,34 53N ,095 47W, 232  ,X
OK,MUSKOGEE        ,KMKO , MKO  ,      ,35 39N ,095 22W, 185  ,X
OK,NORMAN/WESTHEIME,KOUN , OUN  ,72357 ,35 15N ,097 28W, 357  ,X
OK,NORMAN/SPC      ,KWNS , WNS  ,      ,35 13N ,097 27W, 357  , 
OK,OKLAHOMA CITY   ,KOKC , OKC  ,72353 ,35 23N ,097 36W, 390  ,X
OK,OKLA CITY/WILEY ,KPWA , PWA  ,      ,35 32N ,097 39W, 397  ,X
OK,OKLA CITY/PAGE  ,KRCE , RCE  ,      ,35 29N ,097 49W, 413  ,X
OK,OKMULGEE        ,KOKM , OKM  ,      ,35 40N ,095 57W, 220  ,X
OK,PAULS VALLEY    ,KPVJ , PVJ  ,      ,34 43N ,097 13W, 295  ,X
OK,PONCA CITY      ,KPNC , PNC  ,      ,36 44N ,097 06W, 308  ,X
OK,POTEAU (R KERR) ,KRKR , RKR  ,      ,35 01N ,094 37W, 138  ,X
OK,PURCELL PROFILER,     , PRC  ,74649 ,34 58N ,097 30W, 331  , 
OK,PURCELL         ,     ,      ,74651 ,34 58N ,097 42W, 343  , 
OK,SALLISAW        ,KJSV , JSV  ,      ,35 26N ,094 48W, 161  ,X
OK,SAND SPRINGS    ,KOWP , OWP  ,      ,36 11N ,096 09W, 272  ,X
OK,SEMINOLE        ,KSRE , SRE  ,      ,35 16N ,096 41W, 312  ,X
OK,SHAWNEE         ,KSNL , SNL  ,      ,35 21N ,096 57W, 327  ,X
OK,STIGLER         ,KGZL , GZL  ,      ,35 17N ,095 06W, 183  ,X
OK,STILLWATER      ,KSWO , SWO  ,      ,36 10N ,097 05W, 290  ,X
OK,TAHLEQUAH       ,KTQH , TQH  ,      ,35 56N ,095 00W, 266  ,X
OK,TINKER AFB      ,KTIK , TIK  ,72354 ,35 25N ,097 22W, 394  ,X
OK,TULSA           ,KTUL , TUL  ,72356 ,36 12N ,095 53W, 207  ,X
OK,TULSA           ,KRVS , RVS  ,      ,36 03N ,095 59W, 200  ,X
OK,TULSA/WFO       ,KTSA , TSA  ,      ,36 12N ,095 54W, 205  , 
OK,TULSA/RFC       ,KTUA , TUA  ,      ,36 09N ,095 51W, 205  , 
OK,TWIN LAKES/88D  ,KTLX , TLX  ,      ,35 20N ,097 17W, 370  , 
OK,VANCE/KEGELMAN  ,KVNX , VNX  ,      ,36 44N ,098 08W, 369  , 
OK,VICI PROFILER   ,     , VCI  ,74640 ,36 04N ,099 12W, 648  , 
OK,VICI            ,     ,      ,74641 ,36 04N ,099 20W, 622  , 
OK,WATONGA         ,KJWG , JWG  ,      ,35 52N ,098 25W, 472  ,X
OK,WEATHERFORD     ,KOJA , OJA  ,      ,35 33N ,098 40W, 490  ,X
OK,WOODWARD        ,KWWR , WWR  ,      ,36 27N ,099 31W, 667  ,X
OK,EL RENO MUNI    ,KF28 , F28  ,      ,35 28N ,098 00W, 432  ,Z
OK,PAGE            ,KPGO , PGO  ,72341 ,34 41N ,094 37W, 883  ,Z
OK,SEMINOLE        ,KH45 , H45  ,      ,35 16N ,096 41W, 312  ,Z
!   ,		   ,	 ,	,      ,       ,       ,      ,
! OR,GON             ,1-JUN,-09	,      ,       ,       ,      ,
! CD, STATION        ,ICAO , IATA ,SYNOP , LAT   , LONG  ,ELEV  
OR,PORTLAND        ,KPDX , PDX  ,72698 ,45 36N ,122 37W,   7  ,X
OR,HILLSBORO/PORTLD,KHIO , HIO  ,      ,45 33N ,122 57W,  68  ,X
OR,ASTORIA         ,KAST , AST  ,72791 ,46 09N ,123 53W,   3  ,X
OR,AURORA          ,KUAO , UAO  ,      ,45 15N ,122 46W,  59  ,X
OR,BAKER           ,KBKE , BKE  ,      ,44 51N ,117 49W,1024  ,X
OR,BEND            ,KBDN , BDN  ,      ,44 06N ,121 12W,1055  ,X
OR,BROOKINGS       ,KBOK , BOK  ,72598 ,42 04N ,124 17W, 140  ,X
OR,BURNS           ,KBNO , BNO  ,72683 ,43 36N ,118 57W,1264  ,X
OR,CAPE BLANCO (CGS,K92S , 92S  ,72599 ,42 50N ,124 34W,  57  ,X
OR,CASCADE LOCKS ST,KCZK , CZK  ,      ,45 40N ,121 52W,  46  ,X
OR,CLATSOP SPIT    ,K3CL , 3CL  ,      ,46 14N ,124 01W,   9  ,X
OR,CORVALLIS MUNI A,KCVO , CVO  ,      ,44 30N ,123 16W,  75  ,X
OR,EUGENE          ,KEUG , EUG  ,72693 ,44 08N ,123 13W, 114  ,X
OR,FLORENCE MUNI   ,K6S2 , 6S2  ,      ,43 59N ,124 07W,  16  ,X
OR,GOLD BEACH      ,K4S1 , 4S1  ,      ,42 25N ,124 25W,   5  ,X
OR,HERMISTON       ,KHRI , HRI  ,      ,45 50N ,119 16W, 195  ,X
OR,JACKSON CTY/MFR ,KMAX , MAX  ,      ,42 05N ,122 43W,2290  , 
OR,JOHN DAY STATE  ,KGCD , GCD  ,      ,44 23N ,118 58W,1127  ,X
OR,KIMBERLY/VOR    ,KIMB , IMB  ,      ,44 39N ,119 43W,1700  , 
OR,KLAMATH FALLS   ,KLMT , LMT  ,      ,42 09N ,121 43W,1246  ,X
OR,LA GRANDE       ,KLGD , LGD  ,      ,45 16N ,118 00W, 827  ,X
OR,LAKEVIEW        ,KLKV , LKV  ,      ,42 10N ,120 24W,1441  ,X
OR,MCMINNVILLE     ,KMMV , MMV  ,      ,45 12N ,123 08W,  48  ,X
OR,MEACHAM         ,KMEH , MEH  ,      ,45 31N ,118 25W,1136  ,X
OR,MEDFORD         ,KMFR , MFR  ,72597 ,42 23N ,122 52W, 396  ,X
OR,MEDFORD(VOR)    ,KOED , OED  ,      ,42 23N ,122 52W, 396  , 
OR,NEWPORT         ,KJNW , JNW  ,      ,44 34N ,124 04W,  48  ,X
OR,NEWPORT         ,KONP , ONP  ,72695 ,44 34N ,124 02W,  48  ,X
OR,NORTH BEND      ,KOTH , OTH  ,72691 ,43 25N ,124 15W,   4  ,X
OR,ONTARIO         ,KONO , ONO  ,      ,44 01N ,117 01W, 667  ,X
OR,PENDLETON       ,KPDT , PDT  ,72688 ,45 42N ,118 50W, 462  ,X
OR,PORTLD/SCAPPOOSE,KRTX , RTX  ,      ,45 43N ,122 58W, 479  , 
OR,PORTLAND/WFO    ,KPQR , PQR  ,      ,45 34N ,122 32W,   7  , 
OR,PORTLAND/RFC    ,KPTR , PTR  ,      ,45 36N ,122 36W,  24  , 
OR,REDMOND         ,KRDM , RDM  ,      ,44 15N ,121 09W, 938  ,X
OR,REDMOND(VOR)    ,KDSD , DSD  ,      ,44 15N ,121 18W, 938  , 
OR,ROME            ,KP88 , P88  ,      ,42 53N ,117 39W,1162  ,X
OR,ROME            ,KREO , REO  ,      ,42 35N ,117 52W,1235  ,X
OR,ROOSTER ROCK    ,KRRK , RRK  ,      ,45 33N ,122 58W,  50  ,X
OR,ROSEBURG        ,KRBG , RBG  ,72690 ,43 14N ,123 21W, 154  ,X
OR,SALEM           ,KSLE , SLE  ,72694 ,44 54N ,123 00W,  59  ,X
OR,SCAPPOOSE       ,KSPB , SPB  ,      ,45 46N ,122 52W,  14  ,X
OR,SEA LION CAVES  ,K2SL , 2SL  ,      ,44 07N ,124 08W, 121  ,X
OR,SEXTON SUMMIT   ,KSXT , SXT  ,      ,42 36N ,123 22W,1170  ,X
OR,SISTERS EAGLEAIR,K6K5 , 6K5  ,      ,44 18N ,121 32W, 966  , 
OR,THE DALLES      ,KDLS , DLS  ,      ,45 37N ,121 10W,  71  ,X
OR,TILLAMOOK       ,KTMK , TMK  ,      ,45 25N ,123 49W,  11  ,X
OR,TROUTDALE       ,KTTD , TTD  ,      ,45 33N ,122 25W,  14  ,X
OR,ASTORIA CG      ,KNMW , NMW  ,      ,46 09N ,123 53W,   3  ,Z
OR,AURORA STATE    ,K3S2 , 3S2  ,      ,45 15N ,122 46W,  60  ,Z
OR,BROOKINGS       ,K4BK , 4BK  ,      ,42 02N ,124 16W,  24  ,Z
OR,CAPE ARAGO (LS) ,     ,      ,99424 ,43 19N ,124 37W,  18  ,Z
OR,HERMISTON       ,KS22 , S22  ,      ,45 50N ,119 16W, 195  ,Z
OR,JOHN DAY STATE  ,K5J0 , 5J0  ,      ,44 23N ,118 58W,1127  ,Z
OR,LAKEVIEW        ,K4LW , 4LW  ,72589 ,42 13N ,120 21W,1455  ,Z
OR,NEWPORT STATE B ,     ,      ,99428 ,44 37N ,124 55W,   9  ,Z
OR,PACIFIC CITY    ,KPFC , PFC  ,      ,45 12N ,123 57W,   5  ,Z
OR,SCAPPOOSE       ,K1S4 , 1S4  ,      ,45 46N ,122 52W,  14  ,Z
OR,TILLAMOOK       ,KS47 , S47  ,      ,45 25N ,123 49W,  11  ,Z
!   ,		   ,	 ,	,      ,       ,       ,      ,
! PE,NSYLVANIA       ,8-FEB,-12	,      ,       ,       ,      ,
! CD, STATION        ,ICAO , IATA ,SYNOP , LAT   , LONG  ,ELEV  
PA,ALLENTOWN       ,KABE , ABE  ,72517 ,40 39N ,075 27W, 114  ,X
PA,ALLENTOWN QUEEN ,KXLL , XLL  ,      ,40 34N ,075 29W, 122  ,X
PA,ALTOONA         ,KAOO , AOO  ,      ,40 18N ,078 19W, 455  ,X
PA,AVOCA/WILKES B. ,KAVP , AVP  ,72513 ,41 20N ,075 43W, 291  ,X
PA,BEAVER FALLS ARP,KBVI , BVI  ,      ,40 46N ,080 24W, 382  ,X
PA,BRADFORD        ,KBFD , BFD  ,      ,41 48N ,078 38W, 647  ,X
PA,BUTLER CO.      ,KBTP , BTP  ,      ,40 46N ,079 57W, 380  ,X
PA,CLEARFIELD      ,KFIG , FIG  ,      ,41 03N ,078 25W, 462  ,X
PA,COATESVILLE     ,KMQS , MQS  ,      ,39 59N ,075 52W, 201  ,X
PA,DOYLESTOWN      ,KDYL , DYL  ,      ,40 20N ,075 07W, 117  ,X
PA,DU BOIS         ,KDUJ , DUJ  ,      ,41 10N ,078 54W, 554  ,X
PA,EAST TEXAS VOR  ,KETX , ETX  ,      ,40 35N ,075 41W, 250  , 
PA,ELLWOOD CITY VOR,KEWC , EWC  ,      ,40 50N ,080 13W, 407  , 
PA,ERIE            ,KERI , ERI  ,72526 ,42 05N ,080 11W, 222  ,X
PA,FOUNTAIN DALE   ,KRYT ,      ,      ,39 44N ,077 26W, 274  ,X
PA,FRANKLIN        ,KFKL , FKL  ,      ,41 22N ,079 52W, 469  ,X
PA,GROVE CITY      ,K29D , 29D  ,      ,41 09N ,081 10W, 418  ,X
PA,HARRISBURG      ,KCXY , CXY  ,      ,40 13N ,076 51W, 106  ,X
PA,HARRISBURG      ,KHAR , HAR  ,72511 ,40 18N ,077 04W, 397  , 
PA,INDIANA/STEWART ,KIDI , IDI  ,      ,40 37N ,079 05W, 429  ,X
